"veiculo","ano","marca","categoria","sexo_condutor","idade_condutor","estado","valor_sinistro"
"Fox",2021,"Volkswagen","Perua","Masculino",64,"CE",27294.7477284353
"Ka",2009,"Ford","Furgão","Feminino",47,"CE",24226.1496736901
"Corolla",2018,"Hyundai","Furgão","Feminino",38,"AP",129427.458567289
"Prisma",2024,"Ford","Furgão","Feminino",55,"SE",625.443366286345
"Creta",2020,"Hyundai","SUV","Feminino",48,"MG",63493.6315623811
"Corolla",2000,"Honda","Perua","Masculino",31,"AL",120098.543984932
"HB20",2019,"Volkswagen","Perua","Feminino",62,"PB",44184.0315475361
"Fox",2013,"Chevrolet","SUV","Masculino",36,"DF",124983.736411692
"Prisma",2019,"Jeep","Minivan","Feminino",53,"PA",24398.9361200482
"HB20",2013,"Jeep","Sedan","Feminino",56,"RN",37596.6805201024
"Gol",2011,"Ford","Sedan","Masculino",44,"SP",95977.0452351077
"Jeep Renegade",2024,"Hyundai","Perua","Masculino",36,"TO",122438.040835946
"Corolla",2023,"Toyota","Picape","Masculino",23,"AC",273377.36485179
"Civic",2024,"Volkswagen","Minivan","Masculino",32,"PE",158096.00687935
"HB20",2013,"Honda","Hatch","Masculino",45,"MA",14798.6039922573
"Onix",2013,"Toyota","Hatch","Masculino",54,"TO",25371.5948131867
"Jeep Renegade",2006,"Ford","Picape","Feminino",28,"RN",123320.264638122
"Prisma",2019,"Hyundai","SUV","Feminino",27,"RO",161523.896732135
"Jeep Renegade",2012,"Chevrolet","Sedan","Feminino",18,"SP",125396.345614688
"Corolla",2017,"Hyundai","SUV","Feminino",63,"PI",16459.7275320208
"Gol",2000,"Honda","Esportivo","Feminino",53,"GO",41392.6895560464
"Corolla",2016,"Chevrolet","Hatch","Feminino",53,"AL",37913.824224053
"Gol",2007,"Ford","SUV","Feminino",44,"BA",68553.8531086873
"Onix",2022,"Hyundai","Sedan","Masculino",56,"PE",48562.6236867392
"Gol",2003,"Ford","Perua","Feminino",32,"AC",70847.6808019681
"HB20",2022,"Ford","Perua","Feminino",63,"GO",16846.7811653158
"Fox",2003,"Honda","Perua","Masculino",57,"SP",31863.7055203551
"Civic",2000,"Chevrolet","Esportivo","Feminino",32,"SE",196131.362846703
"Jeep Renegade",2003,"Honda","SUV","Feminino",52,"MG",48349.1370592499
"Onix",2011,"Toyota","Esportivo","Feminino",35,"BA",67810.1108027156
"HB20",2013,"Ford","Picape","Masculino",19,"RR",295427.960882639
"Corolla",2004,"Chevrolet","Furgão","Feminino",62,"RJ",26080.6542939041
"Gol",2012,"Volkswagen","Minivan","Feminino",37,"PB",186714.614839456
"Creta",2005,"Jeep","Hatch","Feminino",55,"PB",28732.8761895187
"Civic",2021,"Toyota","Furgão","Masculino",60,"AP",48463.4856302058
"Gol",2014,"Toyota","Perua","Masculino",39,"MG",138569.503579265
"Jeep Renegade",2000,"Hyundai","Minivan","Feminino",28,"MT",62940.6239357544
"HB20",2003,"Ford","Picape","Masculino",48,"RS",20117.8934462834
"Jeep Renegade",2016,"Volkswagen","Picape","Masculino",64,"RN",29817.4018483376
"Gol",2010,"Volkswagen","Esportivo","Feminino",47,"ES",85952.5218635332
"Jeep Renegade",2015,"Hyundai","Picape","Feminino",42,"ES",85250.3897943068
"Prisma",2016,"Volkswagen","Furgão","Masculino",46,"CE",84672.8378743632
"Fox",2011,"Honda","Esportivo","Masculino",30,"PI",27174.0272860741
"Civic",2009,"Honda","Picape","Masculino",51,"MS",28224.0055863513
"Corolla",2005,"Volkswagen","Furgão","Masculino",35,"DF",70374.9672162812
"Prisma",2013,"Chevrolet","Perua","Feminino",20,"PB",205767.58118982
"Creta",2002,"Honda","Hatch","Masculino",50,"RJ",81065.5290515162
"Gol",2001,"Volkswagen","Crossover","Masculino",30,"AM",24903.880193946
"Jeep Renegade",2005,"Chevrolet","SUV","Feminino",34,"CE",143747.371952166
"Ka",2009,"Ford","Perua","Feminino",39,"RJ",148308.955573919
"Jeep Renegade",2014,"Hyundai","Hatch","Masculino",45,"DF",46706.1737037729
"Gol",2022,"Volkswagen","Perua","Feminino",59,"MT",20877.9109695461
"Gol",2008,"Chevrolet","Sedan","Feminino",61,"RN",46247.0362014603
"Corolla",2005,"Chevrolet","Crossover","Masculino",53,"RS",29081.7447732668
"HB20",2013,"Hyundai","Esportivo","Masculino",46,"PI",88966.7217571056
"HB20",2002,"Volkswagen","Picape","Feminino",65,"CE",35099.1284818156
"Corolla",2017,"Hyundai","Sedan","Feminino",26,"RR",188150.174683705
"Onix",2013,"Volkswagen","Perua","Feminino",56,"PI",13363.9213462127
"Gol",2004,"Hyundai","Sedan","Masculino",40,"PR",19529.3598519173
"Gol",2008,"Chevrolet","Perua","Masculino",56,"MT",41959.0624440461
"Creta",2002,"Volkswagen","Furgão","Masculino",31,"BA",33667.9463019129
"HB20",2006,"Honda","Furgão","Feminino",44,"PR",19530.4398829816
"Prisma",2012,"Ford","Esportivo","Masculino",18,"RJ",192691.369100637
"Jeep Renegade",2007,"Honda","Crossover","Feminino",30,"PE",162732.953577326
"Prisma",2016,"Jeep","SUV","Feminino",42,"SE",88717.1662999783
"Creta",2001,"Volkswagen","Furgão","Masculino",41,"RR",66256.8704618607
"Fox",2021,"Chevrolet","Hatch","Masculino",40,"PB",152059.939052933
"Jeep Renegade",2013,"Toyota","Crossover","Masculino",51,"AP",49735.8433448942
"Prisma",2020,"Chevrolet","Picape","Feminino",62,"RJ",23817.3909504665
"Creta",2003,"Toyota","Minivan","Masculino",46,"AC",39352.4774452904
"HB20",2011,"Jeep","Esportivo","Masculino",28,"RN",122742.382326652
"Fox",2004,"Hyundai","Esportivo","Feminino",26,"PE",45080.5213958723
"Onix",2019,"Volkswagen","SUV","Masculino",26,"AP",63647.6110717282
"Corolla",2012,"Ford","Esportivo","Masculino",35,"AP",137023.137195851
"HB20",2006,"Hyundai","Minivan","Feminino",50,"PA",1856.25558965839
"Corolla",2001,"Volkswagen","Picape","Masculino",24,"MG",118155.062864022
"Prisma",2006,"Volkswagen","Esportivo","Feminino",54,"SP",34302.2938049631
"HB20",2013,"Ford","Crossover","Masculino",62,"PI",5833.8203992229
"Jeep Renegade",2022,"Hyundai","Picape","Feminino",54,"CE",39119.0212445566
"HB20",2018,"Jeep","Crossover","Masculino",62,"MT",10480.617755116
"Corolla",2008,"Honda","Hatch","Masculino",23,"GO",185235.509215342
"Prisma",2014,"Chevrolet","Esportivo","Masculino",31,"DF",15048.7214637222
"Corolla",2022,"Jeep","Furgão","Masculino",30,"RR",40244.6320430608
"Creta",2002,"Hyundai","Picape","Masculino",42,"GO",41456.2014404917
"Creta",2004,"Chevrolet","Perua","Masculino",20,"AM",131035.082233418
"Ka",2011,"Volkswagen","Esportivo","Feminino",61,"RO",19825.8815357694
"Jeep Renegade",2000,"Volkswagen","Furgão","Feminino",63,"ES",36458.6623728974
"Prisma",2005,"Honda","Perua","Feminino",31,"PE",105931.695329375
"Prisma",2007,"Honda","Hatch","Feminino",21,"DF",190697.394064371
"HB20",2007,"Hyundai","Perua","Feminino",18,"MA",218296.292963368
"Onix",2024,"Honda","Minivan","Masculino",45,"SP",95148.5144701088
"Gol",2017,"Jeep","Minivan","Feminino",46,"GO",91888.050474762
"Gol",2013,"Honda","Hatch","Feminino",64,"PB",31122.2116189543
"Civic",2024,"Volkswagen","Esportivo","Feminino",59,"RR",20401.7147721956
"Ka",2023,"Hyundai","SUV","Masculino",55,"MA",10615.4683512636
"HB20",2011,"Honda","Sedan","Feminino",62,"RR",47870.3520334093
"Gol",2010,"Ford","Picape","Masculino",18,"PB",69426.0156064527
"Gol",2009,"Jeep","Picape","Feminino",50,"AP",46448.928567348
"Fox",2013,"Ford","Perua","Masculino",24,"TO",189596.499381261
"Corolla",2007,"Volkswagen","Sedan","Masculino",38,"PB",28760.2194997715
"Onix",2004,"Volkswagen","Perua","Masculino",46,"AP",94629.7513871687
"Creta",2019,"Jeep","Crossover","Feminino",36,"AC",61158.7680778466
"HB20",2023,"Toyota","Furgão","Feminino",47,"RR",692.390710953623
"Creta",2003,"Toyota","Hatch","Feminino",43,"MT",35740.0873192819
"Civic",2011,"Chevrolet","Minivan","Feminino",58,"BA",34899.8865150847
"Fox",2004,"Ford","Picape","Masculino",20,"AC",124132.178222202
"Civic",2020,"Volkswagen","Sedan","Feminino",29,"RS",151270.992785529
"Creta",2007,"Jeep","SUV","Masculino",21,"RN",80435.4808980832
"Fox",2008,"Volkswagen","Perua","Masculino",49,"RR",83702.967970469
"Prisma",2001,"Toyota","Esportivo","Masculino",37,"SC",147423.961476912
"Civic",2021,"Ford","Furgão","Feminino",60,"PB",1669.63837724179
"Corolla",2017,"Volkswagen","Sedan","Masculino",49,"TO",84121.2642117171
"Corolla",2000,"Volkswagen","Furgão","Masculino",45,"SP",90084.1158217983
"Corolla",2007,"Hyundai","Picape","Feminino",30,"RR",87007.5268271612
"Gol",2007,"Honda","SUV","Feminino",33,"PR",116251.665881556
"Jeep Renegade",2023,"Ford","Minivan","Feminino",23,"MA",52742.2800305765
"Ka",2024,"Chevrolet","Sedan","Masculino",52,"BA",5170.19978167955
"Gol",2008,"Toyota","Hatch","Feminino",20,"MG",202610.888925567
"Onix",2004,"Volkswagen","Hatch","Feminino",65,"SC",34879.2792801512
"Jeep Renegade",2008,"Chevrolet","Esportivo","Masculino",37,"MT",160192.690208415
"Fox",2001,"Honda","Minivan","Feminino",30,"RN",113961.708538071
"Onix",2017,"Hyundai","Furgão","Feminino",43,"RR",40126.2992583448
"Gol",2009,"Ford","Picape","Masculino",53,"GO",15241.9650408207
"Corolla",2000,"Toyota","Perua","Feminino",49,"DF",13373.1450044783
"Jeep Renegade",2003,"Toyota","Furgão","Feminino",27,"BA",152375.241623074
"Fox",2002,"Honda","Minivan","Feminino",26,"GO",116137.599534728
"Fox",2002,"Hyundai","Esportivo","Masculino",51,"SE",17703.6980915815
"Creta",2017,"Chevrolet","Esportivo","Feminino",40,"BA",100640.74023976
"HB20",2022,"Toyota","SUV","Feminino",34,"AL",61480.6274603354
"Ka",2018,"Honda","SUV","Masculino",21,"MT",106334.957397077
"Ka",2014,"Chevrolet","Picape","Feminino",34,"AP",24769.7008584859
"Corolla",2015,"Chevrolet","Hatch","Feminino",54,"RO",35860.0881179096
"Ka",2014,"Toyota","Picape","Feminino",28,"BA",12607.7753103105
"Ka",2016,"Volkswagen","Esportivo","Feminino",62,"RJ",36447.8428261587
"Onix",2022,"Honda","Furgão","Feminino",48,"TO",50366.0361315357
"Onix",2020,"Hyundai","Esportivo","Feminino",63,"MS",1532.96106364578
"Fox",2000,"Toyota","Hatch","Masculino",28,"SP",120701.527452399
"Creta",2015,"Jeep","Minivan","Masculino",53,"AL",46279.6424963512
"Civic",2010,"Toyota","Hatch","Feminino",48,"SC",67745.0725417817
"Civic",2023,"Chevrolet","Picape","Feminino",45,"DF",29777.2927904967
"Gol",2000,"Volkswagen","Furgão","Feminino",30,"PB",81856.318305037
"Prisma",2019,"Honda","Furgão","Masculino",22,"PR",71452.9569866136
"Creta",2014,"Chevrolet","Esportivo","Feminino",26,"CE",121963.348322106
"Corolla",2007,"Toyota","SUV","Masculino",64,"RS",30360.0381711731
"Civic",2022,"Jeep","Esportivo","Feminino",52,"PB",33736.5994457388
"Onix",2012,"Toyota","Perua","Feminino",60,"RR",39163.5270019295
"Ka",2015,"Honda","Perua","Masculino",18,"BA",221507.400695141
"Civic",2019,"Ford","Crossover","Feminino",41,"SP",31514.197520446
"Prisma",2024,"Jeep","Crossover","Feminino",31,"RJ",118056.912111351
"Onix",2013,"Ford","Minivan","Feminino",27,"AP",51956.6911614034
"Fox",2023,"Jeep","Hatch","Masculino",30,"AC",148943.158084853
"Jeep Renegade",2019,"Jeep","Crossover","Masculino",21,"PI",15670.2495387057
"Onix",2019,"Toyota","Furgão","Masculino",36,"RJ",171847.436524718
"Fox",2017,"Ford","Furgão","Masculino",21,"BA",266342.109800759
"Ka",2015,"Chevrolet","Minivan","Masculino",51,"PA",22220.715597528
"HB20",2014,"Chevrolet","Picape","Feminino",38,"TO",71921.4968016371
"Prisma",2010,"Hyundai","Sedan","Masculino",43,"MT",10499.0666005993
"Prisma",2007,"Jeep","Perua","Masculino",41,"AC",92497.4738373654
"Civic",2017,"Chevrolet","Hatch","Feminino",62,"PE",16415.7868546434
"Civic",2021,"Ford","Sedan","Masculino",22,"RR",123500.205684453
"Onix",2004,"Honda","Hatch","Masculino",18,"PB",299834.630979574
"Prisma",2001,"Ford","Picape","Masculino",54,"CE",30463.460840052
"Gol",2015,"Ford","SUV","Feminino",40,"PB",125298.244778882
"Ka",2003,"Toyota","Picape","Masculino",20,"MG",31886.2030241406
"Ka",2024,"Chevrolet","Picape","Masculino",49,"AM",87800.8138833335
"Prisma",2016,"Toyota","Furgão","Feminino",21,"MA",279457.712120237
"Onix",2001,"Honda","Esportivo","Masculino",41,"AP",32373.0570010375
"HB20",2010,"Jeep","Perua","Feminino",42,"PE",36925.0692134025
"Civic",2015,"Chevrolet","Crossover","Masculino",23,"RN",49046.0018238751
"Creta",2018,"Hyundai","Furgão","Masculino",57,"SC",25193.1466400623
"Ka",2019,"Volkswagen","Picape","Masculino",61,"RS",42558.9960940648
"Prisma",2007,"Ford","Minivan","Masculino",62,"CE",23950.4622730659
"Creta",2008,"Chevrolet","Sedan","Masculino",41,"RS",33792.5955975661
"Civic",2000,"Volkswagen","Furgão","Feminino",55,"MA",49461.5940993186
"Prisma",2010,"Toyota","Minivan","Masculino",54,"AL",8669.00649082381
"Prisma",2012,"Volkswagen","Esportivo","Masculino",44,"PB",7579.73463728558
"Civic",2023,"Jeep","Minivan","Masculino",61,"PR",47108.82745618
"Prisma",2000,"Ford","Minivan","Feminino",49,"SC",46103.4666439286
"Civic",2012,"Volkswagen","Crossover","Feminino",40,"RO",45098.5192687484
"Fox",2001,"Chevrolet","Esportivo","Masculino",48,"SC",70943.7057011295
"Prisma",2018,"Volkswagen","Picape","Feminino",52,"AP",1041.36120891199
"Corolla",2006,"Volkswagen","SUV","Feminino",24,"RN",199467.144776811
"Prisma",2018,"Ford","Hatch","Masculino",20,"SE",270754.479055828
"Creta",2015,"Ford","Minivan","Feminino",44,"RN",2762.18880109955
"Corolla",2015,"Chevrolet","Sedan","Masculino",64,"AL",5707.74817436468
"Civic",2015,"Toyota","Sedan","Feminino",53,"RJ",42404.8041241011
"Fox",2004,"Honda","Minivan","Masculino",24,"BA",262712.606797647
"Prisma",2018,"Toyota","Minivan","Feminino",55,"RN",43108.4606008837
"Onix",2022,"Jeep","Hatch","Masculino",21,"MA",128938.019032334
"Gol",2021,"Ford","Esportivo","Masculino",37,"ES",2980.50140207633
"Onix",2012,"Toyota","Minivan","Masculino",40,"PE",49860.2073013783
"Ka",2006,"Chevrolet","Crossover","Masculino",31,"SE",98255.0829983316
"Creta",2024,"Volkswagen","Sedan","Feminino",35,"AC",145148.866204219
"HB20",2012,"Hyundai","Furgão","Feminino",24,"GO",91113.020295091
"Ka",2009,"Honda","Picape","Feminino",26,"RS",68241.0705898888
"Creta",2019,"Honda","Hatch","Feminino",18,"SE",123098.383356188
"Civic",2018,"Jeep","Crossover","Feminino",29,"BA",17379.8395921709
"Creta",2007,"Jeep","Esportivo","Feminino",38,"DF",173664.150968869
"Jeep Renegade",2004,"Honda","Sedan","Feminino",34,"GO",152763.414696883
"Prisma",2020,"Honda","Furgão","Masculino",54,"SP",7913.69551392272
"Gol",2003,"Volkswagen","Sedan","Feminino",31,"MS",97213.4418661473
"Fox",2021,"Honda","Hatch","Feminino",38,"MA",61099.5633421931
"HB20",2003,"Honda","Sedan","Masculino",63,"PE",6293.318125722
"Ka",2007,"Ford","Furgão","Feminino",36,"RO",162655.764359725
"Gol",2000,"Jeep","SUV","Feminino",55,"MT",4913.61969758291
"Corolla",2004,"Toyota","Sedan","Feminino",50,"MA",14235.6560166692
"Onix",2010,"Jeep","Hatch","Feminino",45,"AP",28015.2807630831
"Fox",2006,"Ford","SUV","Masculino",49,"PB",16584.2284092912
"Ka",2021,"Jeep","Crossover","Feminino",64,"DF",19054.5819297666
"Onix",2003,"Jeep","Esportivo","Feminino",63,"PE",42769.4424007088
"Onix",2008,"Chevrolet","Sedan","Feminino",49,"PR",92870.8295958117
"Jeep Renegade",2012,"Toyota","Perua","Feminino",46,"GO",52687.1849656571
"Prisma",2023,"Jeep","Minivan","Feminino",64,"AM",13334.7071976168
"Corolla",2008,"Ford","SUV","Masculino",18,"MT",43861.4005493
"Creta",2010,"Chevrolet","Picape","Feminino",54,"ES",13588.7278221548
"Ka",2016,"Volkswagen","Hatch","Masculino",54,"BA",10462.9979700083
"Onix",2020,"Jeep","Furgão","Masculino",28,"MT",176615.11555647
"Gol",2021,"Honda","Esportivo","Masculino",63,"RN",4110.15798731241
"Prisma",2007,"Hyundai","Furgão","Feminino",53,"SP",10268.2225456228
"Prisma",2011,"Toyota","Minivan","Feminino",40,"RJ",33209.9437671015
"Jeep Renegade",2002,"Ford","Esportivo","Masculino",37,"AP",29679.2989963898
"Gol",2012,"Volkswagen","Minivan","Feminino",60,"ES",36586.335366522
"Prisma",2000,"Chevrolet","SUV","Masculino",60,"SP",19609.4681287883
"Fox",2001,"Volkswagen","Picape","Feminino",38,"PB",156464.861969603
"Corolla",2020,"Honda","SUV","Masculino",65,"RR",14433.3787297364
"Prisma",2004,"Hyundai","Perua","Feminino",65,"MS",40761.7816003039
"Gol",2005,"Ford","Sedan","Feminino",42,"RN",33002.9957853723
"Gol",2009,"Honda","SUV","Masculino",44,"TO",94654.7434078064
"Creta",2015,"Volkswagen","SUV","Feminino",65,"AM",37008.2170578418
"Civic",2015,"Chevrolet","SUV","Masculino",61,"SC",35989.4138255855
"Gol",2011,"Jeep","SUV","Feminino",32,"MA",85397.6968348725
"Ka",2010,"Hyundai","Esportivo","Masculino",34,"PB",196994.928807812
"Corolla",2017,"Chevrolet","Perua","Masculino",26,"RR",54658.035590197
"Gol",2013,"Jeep","Perua","Masculino",43,"SP",57688.6641013902
"Onix",2008,"Jeep","Esportivo","Feminino",56,"ES",30494.9246973963
"Civic",2004,"Ford","Picape","Feminino",22,"SC",87581.1478747521
"Fox",2023,"Volkswagen","Esportivo","Masculino",65,"PE",23877.50881752
"Civic",2003,"Hyundai","SUV","Feminino",45,"PI",15809.0764325811
"Civic",2021,"Honda","Hatch","Feminino",59,"MA",20144.609229546
"Gol",2000,"Chevrolet","Sedan","Masculino",54,"SC",41186.599328462
"Jeep Renegade",2006,"Chevrolet","Crossover","Masculino",52,"RJ",36869.6578414412
"Onix",2000,"Hyundai","Crossover","Masculino",45,"SC",23351.5562758548
"Corolla",2021,"Toyota","Perua","Masculino",31,"MG",47815.7599385828
"HB20",2008,"Jeep","Furgão","Masculino",49,"RO",38453.3679905813
"Ka",2017,"Chevrolet","Sedan","Feminino",57,"ES",42967.6082587801
"Gol",2022,"Ford","Picape","Feminino",61,"AL",27061.2460584613
"Fox",2006,"Chevrolet","SUV","Masculino",53,"SC",6298.54544836562
"Gol",2017,"Jeep","SUV","Feminino",31,"BA",52784.1854483355
"HB20",2020,"Honda","Esportivo","Feminino",24,"PB",274997.526081302
"Fox",2007,"Chevrolet","Hatch","Masculino",27,"PR",34067.2326374799
"Corolla",2013,"Ford","Perua","Feminino",48,"PA",30205.6895891437
"Prisma",2003,"Volkswagen","SUV","Feminino",20,"CE",299229.577358882
"Civic",2022,"Jeep","Esportivo","Masculino",27,"MA",146735.675842012
"Creta",2003,"Ford","Perua","Feminino",50,"AP",79029.36788511
"Fox",2022,"Ford","Perua","Feminino",46,"RN",87497.7630379377
"Creta",2020,"Jeep","Perua","Masculino",22,"PB",168693.919396447
"HB20",2015,"Honda","SUV","Masculino",27,"MA",91950.8151927963
"Civic",2008,"Jeep","Crossover","Masculino",54,"BA",49079.903952661
"Corolla",2009,"Chevrolet","Picape","Masculino",60,"RN",17312.569733127
"Jeep Renegade",2011,"Toyota","Crossover","Masculino",58,"SC",13346.5875321068
"Civic",2020,"Honda","Crossover","Masculino",64,"PE",20529.6423891326
"Jeep Renegade",2012,"Jeep","Esportivo","Feminino",35,"SP",30246.2706768885
"Gol",2020,"Toyota","Hatch","Masculino",31,"DF",20358.5040128324
"Onix",2006,"Honda","Picape","Feminino",18,"MG",13357.1762143867
"Jeep Renegade",2019,"Toyota","Esportivo","Masculino",25,"AC",194996.749740746
"Ka",2000,"Jeep","Perua","Feminino",58,"GO",12822.8544560261
"Ka",2019,"Volkswagen","Hatch","Masculino",30,"GO",382.24508354906
"Jeep Renegade",2024,"Hyundai","Esportivo","Masculino",54,"AP",28240.3850721894
"Onix",2020,"Chevrolet","Picape","Masculino",56,"PR",46263.7109272182
"Ka",2006,"Honda","Minivan","Masculino",33,"RO",73383.9086192893
"Corolla",2008,"Hyundai","Picape","Masculino",30,"SE",39237.1487981873
"Ka",2024,"Jeep","Minivan","Masculino",32,"MS",119425.475419918
"Prisma",2017,"Honda","Minivan","Masculino",47,"MA",58219.6394247003
"Fox",2024,"Hyundai","SUV","Masculino",61,"MA",33962.7510025399
"Ka",2022,"Toyota","Hatch","Masculino",22,"MT",298473.614463187
"Civic",2016,"Chevrolet","SUV","Feminino",23,"RS",178554.834620724
"Onix",2016,"Chevrolet","Sedan","Feminino",34,"ES",23840.7751702238
"Onix",2013,"Jeep","Esportivo","Masculino",52,"SE",27297.3971115425
"Gol",2007,"Jeep","Minivan","Masculino",43,"RN",38782.8091278439
"Jeep Renegade",2012,"Honda","Hatch","Feminino",29,"MG",33964.0404220438
"HB20",2011,"Volkswagen","Picape","Masculino",41,"MT",40537.94739726
"Jeep Renegade",2021,"Ford","Crossover","Feminino",27,"CE",32230.2427931922
"HB20",2009,"Volkswagen","Esportivo","Masculino",55,"AP",12092.3050176818
"Corolla",2003,"Toyota","Minivan","Masculino",61,"RS",44578.7232900504
"Civic",2015,"Volkswagen","Minivan","Masculino",51,"PR",11950.370746362
"Fox",2006,"Chevrolet","SUV","Feminino",52,"PR",12617.3773772083
"Corolla",2002,"Hyundai","SUV","Masculino",20,"BA",170218.157962407
"Prisma",2005,"Volkswagen","SUV","Feminino",41,"SE",10142.8310758201
"HB20",2024,"Volkswagen","Sedan","Masculino",61,"TO",22392.8343262058
"Civic",2006,"Ford","Hatch","Feminino",27,"PE",17229.1305968538
"Ka",2013,"Chevrolet","Crossover","Feminino",44,"RR",49827.7624573093
"Civic",2009,"Volkswagen","Sedan","Feminino",57,"SC",9707.4922995409
"Gol",2011,"Toyota","Furgão","Masculino",37,"RN",58385.5315200984
"Fox",2006,"Honda","Sedan","Masculino",64,"RN",10343.0697649485
"Gol",2000,"Hyundai","Esportivo","Masculino",36,"SP",199254.199211253
"Corolla",2013,"Jeep","Picape","Feminino",43,"RJ",17934.4930380816
"Gol",2000,"Jeep","Minivan","Masculino",65,"MS",23040.6810850836
"Fox",2000,"Toyota","Perua","Feminino",52,"MS",49563.6476992397
"Ka",2023,"Honda","Picape","Feminino",40,"PB",150105.008233851
"Jeep Renegade",2002,"Chevrolet","SUV","Masculino",37,"PE",173492.01537203
